328862,406349,1280,2700,5476,11,11,0,0,1,四川
328862,406349,1280,2700,5476,11,11,0,7,1,重庆市
328862,807126,1181,1963,6109,11,11,0,1,0,上海市
328862,406349,1280,2700,5476,11,11,2,6,0,台湾
328862,406349,1280,2700,5476,11,11,0,6,2,甘肃
328862,406349,1280,2700,5476,11,11,0,4,1,甘肃
328862,406349,1280,2700,5476,11,11,0,5,0,浙江
328862,406349,1280,2700,5476,11,11,0,3,2,澳门
328862,406349,1280,2700,5476,11,11,0,7,1,台湾
234512,399860,962,305,6300,11,11,0,4,1,安徽
234512,240182,81,3018,4144,11,11,2,1,2,天津市
234512,137298,1432,3271,6957,11,11,2,3,1,福建
234512,245026,389,830,6866,11,11,0,0,1,黑龙江
234512,179830,1208,546,2276,11,11,2,1,0,广西
234512,817066,1611,2468,1392,11,11,0,2,2,上海市
234512,568730,420,2468,1392,11,11,0,7,2,广西
234512,34570,1611,2468,1392,11,11,0,3,1,海南
234512,137298,1432,3271,6957,11,11,0,6,2,广东
234512,719701,389,4655,3157,11,11,0,2,2,辽宁
234512,137298,1432,3271,6957,11,11,0,7,0,福建
234512,944554,1432,323,320,11,11,0,2,2,香港
234512,524779,389,4655,3157,11,11,0,6,0,吉林
234512,240182,81,3018,4580,11,11,0,1,2,黑龙江
234512,944554,1432,323,320,11,11,3,7,0,天津市
234512,585039,825,800,6326,11,11,0,7,0,台湾
234512,1040938,1603,3271,6957,11,11,0,1,0,重庆市
234512,137298,1432,3271,6957,11,11,0,6,0,天津市
234512,585039,825,800,6326,11,11,0,7,2,云南
234512,240182,81,3018,4580,11,11,0,1,1,浙江
234512,910962,1023,2468,1392,11,11,0,7,0,河南
356311,819981,1431,4707,1176,11,11,0,5,1,山西
356311,59464,1129,3590,3815,11,11,0,1,2,湖北
356311,758374,1129,3205,2270,11,11,0,6,1,山西
356311,933590,1129,2213,6946,11,11,0,0,1,云南
356311,413046,1129,3205,2270,11,11,0,0,1,贵州
356311,113205,1129,3205,2270,11,11,0,0,0,澳门
356311,113205,1129,3205,2270,11,11,0,1,2,香港
356311,335377,1129,3028,4608,11,11,0,0,2,黑龙江
356311,50377,1129,3028,4608,11,11,0,5,1,西藏
356311,758374,1129,3205,2270,11,11,0,6,2,江西
356311,1099295,1129,2213,6946,11,11,0,4,1,云南
356311,1009403,1129,2213,6946,11,11,0,3,2,西藏
356311,998103,1129,3205,2270,11,11,0,7,0,广西
356311,758374,1129,3205,2270,11,11,0,4,0,河南
356311,931066,1129,3590,3815,11,11,0,2,0,山西
356311,79114,1389,2213,6946,11,11,0,2,0,天津市
356311,113205,1129,3205,2270,11,11,0,2,2,台湾
356311,685857,1129,2213,6946,11,11,0,5,0,甘肃
356311,998103,1129,3205,2270,11,11,0,4,1,河南
356311,998103,1129,3205,2270,11,11,0,6,0,河南
356311,758374,1129,3205,2270,11,11,0,4,2,四川
356311,758374,1129,3205,2270,11,11,0,3,1,江苏
356311,830436,1129,3205,2270,11,11,0,3,0,海南
356311,113205,1129,3205,2270,11,11,0,6,0,天津市
356311,1099295,1129,2213,6946,11,11,0,0,2,黑龙江
356311,1042521,1129,3028,4608,11,11,0,0,0,黑龙江
356311,758374,1129,3205,2270,11,11,0,6,2,海南
356311,913290,1129,2213,6946,11,11,0,6,2,天津市
356311,830436,1129,3205,2270,11,11,0,7,0,四川
356311,981104,1431,4707,1176,11,11,0,2,1,甘肃
